Chr,Gene_Name,10_S254,11_S255,12_S256,1_S245,2_S246,3_S247,4_S248,5_S249,6_S250,7_S251,8_S252,9_S253
chr1,Acsl3,0.7040868717040941,0.505819426501178,0.4842605616730902,0.6269595326214269,0.6490009935199341,0.6945856048214893,0.5268357211667534,0.6440442214717043,0.4898449564585085,0.6387693128639556,0.4597187494847296,0.4851349668642361
chr1,Actr1b,0.6151628922407703,0.6313225999831945,0.5456718944244817,0.5699557481545512,0.5416242380093396,0.5993759573760453,0.5743285527797074,0.601233650130109,0.5492291383929975,0.5624349551648433,0.5231015326501495,0.5401153794828586
chr1,Actr3,0.5392004731090624,0.6908299401880466,0.6583366630757848,0.4909077412672414,0.6722367873456994,0.4674708789675691,0.6570781855113652,0.5390530713438724,0.6025784237393714,0.6792242114486168,0.5479189883346802,0.6774852974021872
chr1,Adam23,0.5563042543973281,0.5489919884669229,0.5700361763176386,0.556806173851294,0.57341580176069,0.594524753662345,0.5898388201840298,0.5481549710464573,0.5540193523723573,0.5585916683461448,0.5547010940518994,0.5391083152482892
chr1,Adamts4,0.9839488528483744,0.9942857142857144,0.9916666666666668,0.9948246118458886,0.9948937908496732,1.0,0.9937830687830688,0.9927248677248678,0.9926530612244896,0.9958503401360546,0.9971264367816092,0.9917901234567902
chr1,Adgrb3,0.5702270141951209,0.556131992639094,0.5345966526075028,0.511561350507238,0.5678159558485518,0.5415514339666821,0.5268340799323327,0.5423280102568175,0.5600618363375761,0.497480113083606,0.5236005698711396,0.5270677301664899
chr1,Adhfe1,0.5177181318934804,0.6183453398309504,0.5108808245711842,0.6007137189267465,0.6369428260887199,0.5704447354801553,0.5353586818758651,0.5800503179929063,0.5055494813540263,0.569089442794026,0.5657406061422328,0.5119365559808865
chr1,Adipor1,0.5740978961183296,0.5274625792564434,0.5100028490789059,0.4552522256927971,0.4376845314191289,0.4377571170534455,0.5428649250341606,0.5666790843350356,0.4529431004777374,0.5002305652782009,0.5072142871087584,0.4877840024002875
chr1,Adora1,0.4473720368652774,0.4828323484808436,0.5095867039226322,0.4596538704127644,0.4962548661626553,0.4772585537649538,0.5389764967451252,0.4713771636234921,0.5508875206208078,0.5142730615678108,0.4611922488070464,0.5172916660054733
chr1,Adss,0.5388796270410013,0.4841366750432326,0.4960595559684838,0.4857310710985446,0.4980542938818635,0.4640680155223594,0.4675589587530769,0.4924064818389921,0.5224110935361866,0.5179362169998997,0.4553185851010633,0.4647482328155826
chr1,Aff3,0.4676515513502354,0.4768185092940938,0.4872385117489431,0.4751804907825511,0.5534130577750656,0.5066791568836314,0.4481424010193316,0.4869682608834778,0.5198420933356115,0.4586032690673509,0.4912175758946957,0.5462343414227359
chr1,Agap1,0.5487853412118628,0.4476541301449298,0.4789270639577522,0.5284844908236004,0.4719849043208758,0.5103392817477128,0.4428766501435209,0.5222065799051718,0.4922954444990348,0.4968191301991445,0.4690233734066717,0.4316562982983501
chr1,Agfg1,0.420275840478359,0.4315989844506164,0.4296692891393173,0.437275572780831,0.4510640433246489,0.4075344951396991,0.4001538915264255,0.4496942730630058,0.4338874418270393,0.4344000727334153,0.4304542515316103,0.421995552798826
chr1,Ahctf1,0.4671670342822714,0.5084657124212941,0.4534853660722278,0.5180463592472639,0.4760682321259164,0.489370313936856,0.4993648360942438,0.473753217407534,0.4872485811943325,0.4889306172853211,0.4970533282020454,0.4953233412852221
chr1,Aim2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr1,Akt3,0.6245757566438481,0.5515836363667439,0.5738766394300353,0.5529989596068607,0.5591299023437037,0.5574724509587977,0.5244164073333334,0.5696830873482055,0.6081459878266204,0.5684127413826902,0.5882686300866515,0.5565587985445485
chr1,Aldh9a1,0.4846939224782306,0.4429002015798428,0.4478280896884098,0.3761814074027209,0.3961427928808715,0.4017121981401658,0.390278782259988,0.4456339785602132,0.5073029129024186,0.4520624461326571,0.4719556309747392,0.507839594224989
chr1,Als2,0.7645486486749412,0.7686287061047858,0.7563998003037087,0.7426257279907903,0.8153355030710662,0.8045170222548582,0.7449455765360887,0.7590506294489436,0.739983193258818,0.7583070058071355,0.7800008859595148,0.7404334292786272
chr1,Alyref2,1.0,1.0,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr1,Amer3,0.479516132584401,0.4346641501808608,0.5530920746555013,0.5199351203546004,0.4676622276911655,0.4603365593949363,0.4964005305911716,0.5193849185094418,0.5231501079140845,0.5166679188305299,0.4867116384217124,0.5179727553643693
chr1,Angel2,0.5032642406667521,0.53371637365499,0.5314967274647615,0.5292054964487108,0.493620828478793,0.5588898003273353,0.5131229527650751,0.5460990864184965,0.5342169450727722,0.491684348490353,0.6000172738334885,0.5418936802464831
chr1,Angptl1,,,0.8376068376068376,0.8188339438339439,0.7621212121212121,,,0.8970238095238096,0.7307714752567693,0.7097902097902098,0.7321428571428572,0.811111111111111
chr1,Ankrd39,0.3776368942225719,0.3232748099634393,0.3479251384686167,0.3017319584417285,0.3752972536948216,0.4595374468536233,0.2111275808196098,0.368119835414868,0.3828290529029516,0.363160140925343,0.4339224506747894,0.4534444121889691
chr1,Ankrd44,0.5890893389391783,0.6000714673547691,0.5840273527356463,0.545774750132811,0.5814265692384643,0.6356263973633146,0.5476488385858086,0.5739809166045515,0.5441947601131811,0.5736311013647551,0.5507057879281254,0.5874925271689163
chr1,Ankrd45,0.6806349789947844,0.727993556722194,0.7248336428779921,0.7450528222536252,0.6798033789824104,0.7222402297932019,0.7222772763268779,0.747622717219408,0.7233913675531262,0.7043099462359285,0.7348129356846292,0.7310614913937663
chr1,Ankzf1,0.5520297765893175,0.5385189375727611,0.5306407945461876,0.5301143211882021,0.4779440430033522,0.4771110225921492,0.5343188629893428,0.520279387880195,0.5123542561589846,0.5803285170178235,0.599642761169138,0.5575251506090005
chr1,Aox1,0.5338910144640995,0.5771830454085298,0.5853912269954523,0.5851619837668602,0.5719321717900673,0.7051899948165712,0.5892807331544624,0.5775947708124467,0.608614413447718,0.5031822008153014,0.5202922081393316,0.5604328639105587
chr1,Aox4,0.9952153110047848,0.9783549783549784,0.982415822164106,0.9903235912361548,0.985638341009185,0.9908396561622368,0.9929347826086956,0.9784109424577652,0.9682858365804402,0.9870502645502646,0.9862088376020264,0.9887152777777778
chr1,Ap1s3,0.403030303030303,0.810515873015873,0.5835072463768116,0.4832039172948263,0.4654750383059207,0.4595238095238095,0.7180961031650589,0.5034820893076861,0.5672733516483517,0.5453431372549019,0.5086474867724868,0.6258638302116563
chr1,Arfgef1,0.5436908514792372,0.4883179987468108,0.4557778247443641,0.4922071757938409,0.5080489020197743,0.4427777676255385,0.4839196432678233,0.4165364177719453,0.4804898721671384,0.4971902323644551,0.4633889574602365,0.4704036430071073
chr1,Arhgap30,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr1,Arhgef4,0.5823702960143836,0.5289429130377158,0.5427009275539079,0.5294748813142,0.5590345880907102,0.5311331061156016,0.5020998385975614,0.5176024403173117,0.5583578950930773,0.5274363482041242,0.5213649916208621,0.5350110824517819
chr1,Arid5a,0.5679026225874966,0.6113134871310397,0.5753752689393217,0.4770678683488281,0.4902542343407569,0.5640904657777723,0.4688137619583882,0.4978940510702206,0.5354883125230707,0.5213687767259196,0.5599559341669849,0.4989251105653044
chr1,Arl4c,0.6688795275407791,0.5338208680299942,0.5172014016109413,0.6663565660670342,0.5349218330273978,0.6750130826448255,0.5561088861548239,0.6859748288433366,0.5520510968800779,0.636550025219682,0.5680411756721647,0.5146214178126594
chr1,Arl8a,0.999906933457422,0.9999243390912718,0.5461605947569812,0.9999418114107824,0.5145581246800189,0.9999571054776306,0.5730535474105446,0.9999833768306264,0.4935017200127845,0.5041180030737928,0.999967980754723,0.5448244725551687
chr1,Armc9,0.6393006053736544,0.6121696867056152,0.6314971427152559,0.6555785353904311,0.5627173992010449,0.6976271172830062,0.6444699569219235,0.593800870768055,0.5759486640137108,0.659157820420582,0.5366152340640866,0.5742239092736666
chr1,Arpc2,0.5163242037371412,0.6026264677228038,0.58976084790101,0.6457768335383974,0.6051199649721234,0.4350771256033007,0.5418059873609274,0.4023185857455163,0.5598371467753401,0.6191364092057761,0.5746370139330625,0.6651087801517178
chr1,Arpc5,1.0,0.7209232884142586,0.7623959646830906,0.7606958096696328,0.7794717937023062,0.756277722436951,0.7656259474309774,0.942774116011394,0.7085279738606061,0.7306110687482325,0.7589030856941219,0.7510612087372946
chr1,Asb1,0.5480990005441385,0.5803071119714335,0.5600264210120699,0.5288666656295337,0.5804628971701392,0.546890607310552,0.5398930543913777,0.5432993543030777,0.5559649598843908,0.5803922543929053,0.5729315093411097,0.5730879198678295
chr1,Asb18,,0.5054945054945055,0.7105263157894738,0.2371794871794872,0.12008547008547,0.3228070175438596,0.2990384615384615,,0.3549382716049383,0.3843137254901961,,
chr1,Asdurf,0.6747525565250023,0.6051630486663994,0.5043761666545942,0.5431036383649944,0.5480728373005881,0.5239514706874366,0.5389742499957069,0.5520193853096903,0.541607739194234,0.5515611579899871,0.4878744296988452,0.4929908830974177
chr1,Asic4,0.4870676691729323,,0.3819858156028369,0.4167499167499167,0.6224420323685029,0.2696969696969696,0.4649945979317795,,0.7615621913734367,0.283109243697479,0.5595238095238095,0.3814174129963604
chr1,Asnsd1,0.681715119491546,0.6271238740662867,0.5829520140516032,0.5684445530485481,0.5389870419165752,0.5546928898195076,0.5829111150518974,0.5618894211213344,0.5822568458888194,0.5988400792734303,0.5680139598959459,0.5784147329292224
chr1,Astn1,0.5024049198421247,0.5011412591758507,0.4932964803628273,0.5110854773013797,0.4440003572641194,0.4828696686060246,0.477192654537195,0.5364356485059717,0.4825306912816001,0.5125946473761992,0.4284264208264879,0.4936886641770544
chr1,Atf6,0.999611801242236,1.0,1.0,0.999892055267703,0.9998748089617272,1.0,0.9997842502696872,0.9998554391384364,0.9997908581383508,1.0,0.999399683332958,0.999736925015753
chr1,Atg16l1,0.6022918429759357,0.5290576303577826,0.5438587762022887,0.5703355628905764,0.517076628481988,0.5257886446377257,0.4545925761241442,0.6342665999304987,0.5266084378404483,0.6791029021174295,0.5569442540257455,0.5005695742707433
chr1,Atg4b,0.5708038854180434,0.5643331838459368,0.5601433759658122,0.546372587624435,0.5812732134346837,0.598049758966786,0.5009431896339497,0.5612032360338277,0.4926695909819685,0.6018331693003103,0.5423254576013927,0.581106120553906
chr1,Atg9a,0.4513786666679586,0.5257857491518576,0.4614281371163171,0.4650644919588475,0.4475266034924511,0.4603718234223401,0.4620067033509115,0.4199367643461316,0.4820546661342683,0.4283085516380094,0.4642405103050581,0.462036226063224
chr1,Atic,0.4112369784990589,0.4922730192094147,0.4698068828182944,0.495181096073493,0.6265245043303016,0.5188833068874754,0.4978047831522347,0.5259906374709883,0.5025777107541364,0.6624647571737033,0.5260562290897836,0.5763433692348133
chr1,Atp1a2,0.9934938832269674,0.9932039147024064,0.995683046092248,0.9936120218629032,0.9940832348757552,0.9949319744067484,0.9982770400497336,0.9931138776825033,0.99499177655258,0.9981013170822154,0.9967063242886904,0.9957872340068368
chr1,Atp1b1,0.4967675673983525,0.4924362755180236,0.4778604283768906,0.4496961306301003,0.446187729463392,0.4617327995708624,0.4647437929996725,0.4033132072987627,0.4410510692403203,0.4753293040305804,0.4688239519503953,0.4807237491654749
chr1,Atp2b4,0.4076610765805926,0.3235220874048445,0.5291858943522165,0.3654254967590463,0.593747581052211,0.3852714814264551,0.492389257343816,0.4179562240010626,0.5053876506436632,0.4725452208775165,0.3751829735479744,0.4741995873200261
chr1,Atp6v1h,0.5396081752060914,0.3925481799439829,0.4846402151941403,0.5302238426248617,0.5286721883093479,0.4516017527376983,0.5246046265466572,0.4624117899691266,0.4302883452361694,0.5156188618746286,0.5311648352151471,0.4415382713522915
chr1,Avpr1b,,,,,,,,0.9393939393939394,0.4848484848484848,0.768379884004884,,
chr1,B230216N24Rik,,,,,0.1267927802331827,0.1833333333333333,,0.0945436507936507,0.106048581048581,0.025,,0.0
chr1,B3galt2,0.5479377526678217,0.5943034045518589,0.5933711759282205,0.6003458855352773,0.630021685787552,0.6395941658705983,0.6340361126007947,0.6062914415799376,0.5810566365023196,0.609896033152592,0.6449272006500851,0.6434009561795583
chr1,B3gat2,0.6428110253814472,0.702989124281425,0.5878277591358304,0.5790792833712772,0.6737651298172493,0.5603351618156551,0.6205680789493572,0.6926907939387617,0.5748628386332825,0.6726317526661936,0.6528987326589679,0.6519379691409157
chr1,B4galt3,1.0,0.9980529100529102,0.9961459069438764,0.9983552631578948,0.9997202797202795,1.0,0.9986693280106452,1.0,1.0,0.9990215264187868,0.9991496598639455,0.9992997198879552
chr1,BC034090,0.5636297182349814,0.5643939393939394,0.4903123192596876,0.4557422969187675,0.3360316792823101,0.5917508417508417,0.5490196078431372,0.4642094017094016,0.4677113010446344,0.539923526765632,0.5555555555555555,0.6330232947880007
chr1,Bag2,0.468549691427539,0.4249275970283331,0.4731221121961329,0.4563745036836658,0.4473916763616184,0.4573623849549973,0.457563080789983,0.4213176344276677,0.4148476165536104,0.5240933157088131,0.3718805099150994,0.3886565314038182
chr1,Bcl2,0.5002590393897989,0.5021949453156871,0.4939258188870176,0.4579645630040907,0.490358647461549,0.4713812954683516,0.4517949233011962,0.4798992187246225,0.4391533515014832,0.4473932204796727,0.4479934035163474,0.4632148456035621
chr1,Bcs1l,0.3611790675635069,0.3923932202103113,0.3723967157435141,0.3618516041870409,0.4049858466918007,0.335257444072515,0.5293844428365077,0.4801034556716039,0.4128367823411194,0.4639484688363904,0.3881432082852647,0.4071699374287107
chr1,Bend6,0.5969305359032909,0.5110880878013946,0.5483348533383633,0.5271872887122518,0.5850068098699819,0.5367789847653028,0.588040652798248,0.5245066480973992,0.5847324476452171,0.5459942445701554,0.5453403314391758,0.4928712862495035
chr1,Bivm,0.6714632087766844,0.6920117790990948,0.6382348211311516,0.6844807413015347,0.63515032421822,0.5743606565430595,0.6790568552748357,0.6776014074924063,0.6448205371432375,0.6845122320253987,0.7210257368294717,0.6714074947552255
chr1,Blzf1,0.4286556329849013,0.404276331361665,0.4499281742863985,0.4121756782920305,0.4803110844652515,0.4289197379072803,0.4673932712783969,0.4486668779023323,0.4168090650613718,0.4890100031547399,0.4990725559843206,0.4232946364666794
chr1,Bmpr2,0.583811163827927,0.5648757558652895,0.5584330126260346,0.5658446880604975,0.5870380350147489,0.472327466295163,0.5677003641467308,0.4837387573933535,0.5977550663017983,0.5723225693326273,0.5922666129272721,0.5668693986745938
chr1,Bok,0.5488504258816574,0.7338368786973326,0.5978676694288114,0.6848335245930113,0.6323520457478436,0.5814577806410837,0.7001611373245867,0.7506502548656386,0.5983984412423644,0.6291858787784528,0.7208192952578831,0.602021646222645
chr1,Bpnt1,0.3047619047619047,0.5602826660518968,0.4823473121305938,0.423531756577199,0.0869565217391304,0.5,0.5,0.4,0.1176470588235294,0.5227276608097262,0.4350182863113898,0.3327020202020201
chr1,Brinp2,0.5563202759700611,0.5289506801207193,0.5054172480446046,0.5132965543028277,0.4674374510293184,0.5325096332096909,0.4847234218430754,0.4911712624131227,0.4950563924816584,0.5040353533181947,0.4908851928572285,0.5238755856255766
chr1,Brinp3,0.5414044538037229,0.5820796280938965,0.5405080371249343,0.6911504252765636,0.5251945381112298,0.4385311790430787,0.4831690270231141,0.5253977110118824,0.3900664194418953,0.6173932178425118,0.5170609129760603,0.3968601655512717
chr1,Btg2,0.5673002666464583,0.4980261622502346,0.5943493209803711,0.5271759196168812,0.47935890833154,0.5298268657154106,0.5694552974326881,0.5007019196680754,0.601707957246973,0.5394624088655643,0.5128276958256557,0.5311825160582242
chr1,Bzw1,0.565161907363283,0.561245298853371,0.515955935159129,0.6183696179823354,0.5972922665753003,0.6310381614501358,0.5913579655628285,0.5442994377160731,0.5623941857805301,0.6015758652839789,0.5449960612414526,0.5415724509048147
chr1,C130036L24Rik,0.7811306340718105,,0.8045454545454546,1.0,0.6639414507061566,,,0.5356617647058823,0.7179621848739496,0.6215416936005171,0.8418367346938774,0.513986013986014
chr1,C130074G19Rik,0.5384198417603131,0.5975328865711719,0.5403777978702635,0.6064897422015368,0.5553059644092591,0.4341244723478622,0.4324172181653959,0.58063088662632,0.5190427705676276,0.6491933703785555,0.6532221453265838,0.5472881365799027
chr1,C1ql2,0.6308359038622197,0.6304431074966492,0.6708148850938226,0.6039545980335455,0.5658225977503086,0.6738738738738738,0.624123197917173,0.5651143296600754,0.7299208854882442,0.6597499126685923,0.5503607503607504,0.6779879698523473
chr1,Cab39,0.6040847455666573,0.4708976980537239,0.4489326819932589,0.5138388842581099,0.5494018921605132,0.46772433903996,0.5105120057803545,0.4745099314563656,0.5096630997814594,0.4964627761626164,0.4832033447899468,0.495394402303391
chr1,Cacna1e,0.4539266499609118,0.5284777036846232,0.5189256581190134,0.4989703317518464,0.4817838279707454,0.4508659088422175,0.5479574153358369,0.4567912571605685,0.4589278388082523,0.520250017040549,0.5783880524106707,0.4679253787594136
chr1,Cacybp,0.4645575728004563,0.6036580341208331,0.5722019163075192,0.5800756603263619,0.5175975263953257,0.5624598440907532,0.4583873971121484,0.574607175945069,0.6212171878117848,0.413216184784677,0.5470375204540969,0.5045084175350713
chr1,Cadm3,0.993879283746192,0.9992675832863256,0.999085252073358,0.99960568982983,0.9965302767198192,0.9996190164996448,0.99976341573264,0.9997689133669928,0.9994165682877334,0.9996461275011548,0.9995254616088872,0.9999540209183904
chr1,Camk1g,0.4718145848673387,0.4372382623156591,0.4859687420140198,0.5071207965968729,0.5077134629750653,0.4524970892513021,0.4700574419740743,0.486498141796587,0.5143539602086615,0.4138839053435883,0.5912299489305852,0.4238419902520453
chr1,Camsap2,0.550774227375973,0.5839137070153038,0.5633442526552283,0.5936689104254788,0.5354524385996271,0.5184160261848623,0.5744480967507877,0.6039238533011131,0.5647723663596775,0.583651806081062,0.5621002528582535,0.5441022613982965
chr1,Capn10,0.4864022512187286,0.5637127680985307,0.4152605671406985,0.4381138947726144,0.4107253820715302,0.4897712138628922,0.4027200780588651,0.5378364792608978,0.3879408849125481,0.410576156780154,0.359875034505906,0.5200992000305714
chr1,Capn2,0.3240658270149975,0.3856997999105001,0.4749173329250443,0.3429424021243932,0.39174673241838,0.4380954481862334,0.415668607755966,0.3983184044116796,0.375052201064017,0.4862432000611148,0.431826622118386,0.2860084032089305
chr1,Carf,0.4823515000232724,0.4293812363786502,0.4395169222118082,0.3943942819588562,0.4083488327242677,0.4269133107722217,0.3904826219097654,0.5162165382884057,0.4566927283002769,0.4993343364843291,0.4423848572860181,0.4841953396885525
chr1,Casp8,,,0.64375,0.7673160173160173,0.4656169871794872,0.2038461538461538,,0.3428571428571428,0.601095238095238,0.6871657754010696,,0.5602272727272727
chr1,Catspere1,0.9444444444444444,0.9523809523809524,0.9215686274509804,0.9507936507936507,0.965,0.956989247311828,0.9651515151515152,0.9006172839506172,0.9945054945054944,0.97,0.934782608695652,0.9587053571428572
chr1,Catspere2,0.6361494378971755,0.6564024955444089,0.5621139600364446,0.5400844210743353,0.614258473772995,0.6049903025172042,0.5565359774722423,0.662413298110756,0.56408646480541,0.6161074894398979,0.5921647950866038,0.6030485223962427
chr1,Cavin2,0.5225135447801689,0.4872546167224462,0.5252098945242507,0.5013761653294798,0.5762732853424212,0.3796206627047014,0.4617600399266552,0.54319549855325,0.5085038593987844,0.5395674481481036,0.4934223001958729,0.5283796566957061
chr1,Ccdc115,0.7086017482934878,0.6674151822795595,0.6073750251286483,0.6802911381507203,0.5402257371264901,0.5544897285813243,0.6779413990616298,0.5630449352671575,0.6862379045935288,0.6108326040072785,0.7143593805773774,0.6226317477955265
chr1,Ccdc181,0.4731791091232885,0.4621232904673167,0.42254992713368,0.4383853766678604,0.4939928326722707,0.4400691208781247,0.447114880931743,0.4324481434661226,0.4838294597511229,0.4184906412381982,0.4458760806746038,0.4444480841586695
chr1,Ccdc190,1.0,1.0,1.0,0.997584541062802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr1,Ccdc93,0.5044624877843106,0.4723575137942754,0.4241985003680344,0.5055853645062809,0.4775399694063929,0.4191138293590712,0.4441855719712966,0.4857037157259117,0.4976811014153866,0.4776483170221458,0.4947034882468782,0.4382604946938604
chr1,Ccnt2,0.4299868414192855,0.4878248290655992,0.5041220157566458,0.4805088096605612,0.5366883640202559,0.4466003831371923,0.5342127987373002,0.4595180931832297,0.5196236767161219,0.5324186554603029,0.4887612498743846,0.5543082921643179
chr1,Ccnyl1,0.5927439227439227,0.546856551156754,0.5916666666666666,0.6100634065874707,0.4993664000736654,0.5325934790552216,0.5419871794871796,0.4526180994930995,0.6202316109924806,0.5789033189033189,0.6596772068511199,0.4646075532794819
chr1,Cd34,0.5271263723792315,0.4617040516671903,0.534844341572232,0.5586308579123574,0.4067914103745149,0.4619289386560914,0.4778998283909992,0.5093083413245878,0.4691736868716504,0.4878727990536806,0.5382012135183508,0.4406657542163875
chr1,Cd46,,0.4047309833024118,0.4148469052315206,0.528917254056573,0.4750218911229582,0.5565517815517815,0.4426268176268176,0.6306722689075631,0.5528931081321808,0.3787878787878787,0.5406493506493507,0.478340874811463
